Credit Score,Finance Type,LTV,Binded VSC
664,Refi,1.064,0.21
664,Refi,1.216,0.33
664,Refi,1.427,0.24
664,Purchase,1.329,0
664,Purchase,1.208,0
664,Purchase,1.262,0
664,Purchase,0.953,0
664,Refi,1.337,0
664,Refi,1.348,0
664,Refi,1.348,0
664,Purchase,1.089,0
664,Refi,1.111,0
664,Refi,1.127,0
664,Refi,1.133,0
664,Refi,1.441,0
664,Refi,1.472,0
665,Purchase,0.791,0
665,Purchase,1.420,0
665,Purchase,0.840,0
665,Purchase,0.884,0
665,Refi,0.870,0
665,Refi,1.538,0.5
665,Refi,1.545,0.5
665,Purchase,1.373,0.3
665,Refi,1.124,0.15
665,Refi,1.219,0.33
665,Refi,1.427,0.24
665,Refi,1.441,0.24
665,Purchase,1.196,0
665,Purchase,1.237,0
665,Purchase,0.962,0
665,Purchase,0.994,0
665,Refi,1.024,0
665,Refi,1.051,0
665,Refi,1.096,0
665,Refi,1.101,0
665,Refi,1.373,0
665,Purchase,1.015,0
665,Refi,1.235,0
665,Refi,1.434,0
665,Refi,1.447,0
665,Refi,1.455,0
665,Refi,1.455,0
666,Refi,0.704,0
666,Purchase,1.561,0
666,Refi,0.765,0
666,Refi,0.770,0
666,Refi,0.966,0
666,Refi,0.820,0
666,Refi,0.853,0
666,Refi,1.579,0
666,Purchase,0.824,0.17
666,Refi,1.510,0.5
666,Refi,1.545,0.5
666,Purchase,1.156,0.27
666,Purchase,1.101,0.29
666,Refi,1.421,0.24
666,Refi,1.50388,0.24
666,Purchase,1.352,0
666,Purchase,1.152,0
666,Purchase,1.242,0
666,Purchase,0.943,0
666,Purchase,0.976,0
666,Refi,1.030,0
666,Refi,1.054,0
666,Refi,1.079,0
666,Refi,1.337,0
666,Purchase,1.013,0
666,Purchase,1.057,0
666,Refi,1.181,0
666,Refi,1.265,0
666,Refi,1.450,0
667,Purchase,0.708,0
667,Refi,0.797,0
667,Refi,1.537,0
667,Purchase,1.306,0.18
667,Purchase,0.949,0.23
667,Refi,1.319,0.06
667,Purchase,1.050,0.29
667,Refi,1.197,0.15
667,Refi,1.038,0
667,Refi,1.085,0
667,Purchase,1.152,0
667,Purchase,1.247,0
667,Purchase,1.301,0
667,Refi,1.313,0
667,Refi,1.235,0
667,Refi,1.290,0
667,Refi,1.477,0
668,Refi,0.963,0
668,Purchase,1.337,0.3
668,Purchase,0.986,0.23
668,Purchase,1.042,0.29
668,Refi,1.245,0.33
668,Purchase,1.314,0
668,Refi,1.079,0
668,Purchase,1.169,0
668,Purchase,1.203,0
668,Purchase,1.261,0
668,Purchase,0.994,0
668,Refi,1.377,0
668,Purchase,1.103,0
668,Refi,1.120,0
668,Refi,1.232,0
668,Refi,1.424,0
668,Refi,1.477,0
669,Refi,1.651,1
669,Refi,1.285,0.33
669,Purchase,1.404,0
669,Purchase,1.194,0
669,Purchase,0.973,0
669,Refi,1.40956,0
669,Purchase,1.038,0
669,Refi,1.172,0
669,Refi,1.211,0
669,Refi,1.242,0
669,Refi,1.293,0
669,Refi,1.436,0
669,Refi,1.491,0
669,Refi,1.494,0
670,Purchase,0.668,0
670,Purchase,0.732,0
670,Refi,0.954,0
670,Refi,0.889,0
670,Refi,1.536,0
670,Purchase,1.401,0.3
670,Purchase,1.034,0.29
670,Refi,1.246,0.33
670,Purchase,1.226,0
670,Purchase,1.226,0
670,Purchase,0.962,0
670,Refi,1.366,0
670,Refi,1.381,0
670,Purchase,1.067,0
670,Refi,1.224,0
670,Refi,1.262,0
670,Refi,1.438,0
670,Refi,1.476,0
671,Purchase,1.410,0
671,Purchase,1.529,0
671,Purchase,0.875,0
671,Purchase,1.412,0.5
671,Purchase,0.977,0.4
671,Refi,1.452,0.11
671,Refi,1.199,0.2
671,Refi,1.046,0
671,Refi,1.096,0
671,Purchase,1.029,0
671,Purchase,1.103,0
671,Purchase,1.329,0
671,Purchase,0.943,0
671,Refi,1.415,0
671,Refi,1.431,0
671,Refi,1.445,0
671,Refi,1.455,0
671,Refi,1.358,0
671,Purchase,1.114,0
671,Refi,1.212,0
671,Refi,1.234,0
671,Refi,1.304,0
672,Refi,0.897,0
672,Refi,0.962,0
672,Refi,0.990,0
672,Purchase,0.904,0
672,Purchase,0.894,0.13
672,Refi,1.032,0.27
672,Purchase,1.154,0.29
672,Purchase,1.030,0
672,Purchase,1.350,0
672,Refi,1.431,0
672,Refi,1.334,0
672,Refi,1.360,0
672,Refi,1.394,0
672,Refi,1.40527,0
672,Purchase,1.188,0
672,Purchase,1.197,0
672,Purchase,1.208,0
672,Refi,1.146,0
672,Refi,1.153,0
672,Refi,1.201,0
672,Refi,1.206,0
672,Refi,1.209,0
672,Refi,1.230,0
672,Refi,1.252,0
672,Refi,1.253,0
672,Refi,1.279,0
672,Refi,1.287,0
672,Refi,1.307,0
672,Refi,1.308,0
673,Refi,0.706,0
673,Refi,0.985,0
673,Purchase,1.562,0
673,Purchase,1.306,0
673,Purchase,1.213,0.25
673,Refi,1.059,0.27
673,Purchase,1.000,0.4
673,Purchase,1.200,0.29
673,Purchase,1.336,0
673,Refi,1.472,0
673,Refi,1.476,0
673,Refi,1.337,0
673,Refi,1.345,0
673,Refi,1.393,0
673,Refi,1.132,0
674,Refi,0.900,0
674,Purchase,1.549,0
674,Purchase,0.846,0
674,Purchase,0.855,0
674,Purchase,1.214,0
674,Refi,1.434,0.11
674,Refi,1.364,0.25
674,Refi,1.186,0.2
674,Refi,1.028,0
674,Purchase,1.035,0
674,Purchase,0.914,0
674,Purchase,0.915,0
674,Refi,1.370,0
674,Refi,1.381,0
674,Purchase,1.196,0
674,Refi,1.124,0
674,Refi,1.190,0
674,Refi,1.205,0
675,Purchase,0.740,0
675,Purchase,0.786,0
675,Purchase,0.897,0
675,Purchase,1.019,0.27
675,Purchase,1.103,0.27
675,Purchase,1.347,0.33
675,Refi,1.137,0.2
675,Refi,1.265,0.11
675,Purchase,1.395,0
675,Refi,1.342,0
675,Purchase,1.117,0
675,Purchase,1.139,0
675,Refi,1.164,0
675,Refi,1.208,0
675,Refi,1.209,0
675,Refi,1.242,0
675,Refi,1.253,0
675,Refi,1.263,0
676,Refi,0.399,0
676,Refi,1.664,0
676,Refi,0.617,0
676,Purchase,0.806,0
676,Purchase,1.514,0
676,Purchase,1.418,0.5
676,Purchase,1.006,0.4
676,Refi,1.336,0.25
676,Refi,1.369,0.25
676,Purchase,1.113,0.29
676,Purchase,1.152,0.29
676,Purchase,1.162,0.29
676,Purchase,1.107,0
676,Purchase,1.370,0
676,Refi,1.428,0
676,Purchase,1.164,0
676,Purchase,1.202,0
676,Refi,1.164,0
676,Refi,1.166,0
676,Refi,1.224,0
676,Refi,1.245,0
676,Refi,1.247,0
676,Refi,1.284,0
677,Purchase,1.672,0
677,Refi,1.519,0
677,Refi,1.615,0
677,Purchase,1.461,0
677,Refi,0.977,0
677,Purchase,1.246,0
677,Purchase,1.297,0
677,Refi,0.869,0.33
677,Purchase,1.327,0.33
677,Purchase,1.400,0.33
677,Purchase,0.967,0.4
677,Refi,1.315,0.25
677,Purchase,1.202,0.29
677,Refi,1.133,0.2
677,Refi,1.082,0
677,Refi,1.089,0
677,Refi,1.097,0
677,Purchase,1.094,0
677,Refi,1.101,0
677,Refi,1.414,0
677,Refi,1.480,0
677,Refi,1.326,0
677,Refi,1.371,0
677,Refi,1.380,0
677,Refi,1.40663,0
677,Purchase,1.115,0
677,Purchase,1.155,0
677,Refi,1.173,0
677,Refi,1.175,0
677,Refi,1.254,0
677,Refi,1.309,0
678,Purchase,1.731,0
678,Refi,0.696,0
678,Purchase,1.577,0
678,Purchase,0.812,0
678,Purchase,1.272,0.25
678,Purchase,1.073,0.27
678,Refi,1.094,0.27
678,Purchase,0.986,0.4
678,Purchase,1.123,0.29
678,Refi,1.124,0.2
678,Refi,1.239,0.11
678,Refi,1.283,0.11
678,Purchase,1.023,0
678,Purchase,1.025,0
678,Purchase,1.327,0
678,Purchase,0.915,0
678,Purchase,0.929,0
678,Purchase,0.950,0
678,Purchase,1.006,0
678,Refi,1.358,0
678,Purchase,1.113,0
678,Purchase,1.116,0
678,Purchase,1.129,0
678,Refi,1.178,0
678,Refi,1.296,0
679,Purchase,0.553,0
679,Purchase,0.702,0
679,Purchase,1.557,0
679,Purchase,0.858,0
679,Purchase,0.767,0.2
679,Refi,0.954,0.2
679,Purchase,1.356,0.33
679,Purchase,1.394,0
679,Purchase,0.949,0
679,Refi,1.410,0
679,Refi,1.413,0
679,Refi,1.416,0
679,Refi,1.446,0
679,Refi,1.316,0
679,Purchase,1.116,0
679,Purchase,1.168,0
679,Refi,1.172,0
679,Refi,1.173,0
679,Refi,1.250,0
680,Purchase,0.425,0
680,Refi,1.553,0
680,Purchase,0.789,0
680,Purchase,1.215,0
680,Purchase,1.259,0
680,Refi,0.733,1
680,Purchase,0.964,0.4
680,Refi,1.393,0.25
680,Refi,1.40206,0.25
680,Purchase,1.318,0
680,Refi,1.106,0
680,Purchase,1.00992,0
680,Refi,1.428,0
680,Refi,1.442,0
680,Refi,1.383,0
680,Purchase,1.191,0
680,Refi,1.173,0
680,Refi,1.240,0
680,Refi,1.241,0
680,Refi,1.261,0
681,Refi,1.560,0
681,Refi,0.917,0
681,Purchase,1.323,0
681,Purchase,1.197,0
681,Purchase,1.217,0.43
681,Purchase,1.279,0.43
681,Purchase,0.846,0.25
681,Refi,0.943,0.25
681,Purchase,1.361,0.67
681,Purchase,1.364,0.67
681,Purchase,1.405,0.67
681,Refi,1.342,0.31
681,Refi,1.356,0.31
681,Purchase,1.106,0.47
681,Refi,1.343,0
681,Refi,1.374,0
681,Refi,1.417,0
681,Refi,1.420,0
681,Purchase,0.973,0
681,Refi,1.088,0
681,Refi,1.147,0
681,Purchase,1.079,0
681,Refi,1.288,0
682,Refi,1.611,0
682,Refi,1.710,0
682,Purchase,0.749,0
682,Purchase,1.269,0
682,Purchase,1.301,0
682,Purchase,1.303,0
682,Refi,0.933,0
682,Purchase,1.278,0.43
682,Refi,1.050,0.21
682,Refi,1.185,0.13
682,Purchase,1.065,0.47
682,Refi,1.438,0
682,Refi,1.113,0
682,Refi,1.116,0
682,Refi,1.205,0
682,Refi,1.206,0
682,Purchase,1.030,0
682,Purchase,1.040,0
682,Purchase,1.045,0
682,Refi,1.279,0
683,Purchase,0.792,0
683,Refi,1.555,0
683,Purchase,0.887,0
683,Purchase,1.124,0
683,Purchase,1.167,0
683,Purchase,1.141,0.2
683,Refi,1.394,0.31
683,Refi,1.200,0.13
683,Purchase,1.026,0.47
683,Purchase,0.924,0
683,Purchase,0.974,0
683,Refi,1.423,0
683,Refi,1.060,0
683,Refi,1.073,0
683,Refi,1.205,0
683,Purchase,1.016,0
683,Purchase,1.020,0
683,Refi,1.231,0
683,Refi,1.276,0
684,Purchase,1.838,0
684,Purchase,0.510,0
684,Purchase,1.242,0
684,Refi,0.913,0
684,Refi,0.957,0
684,Refi,0.974,0
684,Refi,0.994,0
684,Purchase,1.122,0
684,Purchase,1.124,0.2
684,Refi,1.343,0.31
684,Refi,1.491,0.15
684,Refi,1.224,0.19
684,Purchase,0.959,0
684,Refi,1.315,0
684,Refi,1.321,0
684,Refi,1.466,0
684,Refi,1.044,0
684,Refi,1.094,0
684,Refi,1.182,0
684,Refi,1.187,0
684,Refi,1.194,0
684,Purchase,1.073,0
684,Refi,1.249,0
685,Purchase,1.583,0
685,Purchase,0.619,0
685,Purchase,1.318,0
685,Purchase,0.835,0.25
685,Purchase,1.356,0.67
685,Purchase,1.053,0.47
685,Refi,1.268,0.19
685,Purchase,0.922,0
685,Refi,1.332,0
685,Refi,1.371,0
685,Refi,1.372,0
685,Refi,1.149,0
685,Refi,1.267,0
686,Refi,1.549,0
686,Purchase,0.833,0
686,Purchase,1.395,0
686,Purchase,1.181,0
686,Purchase,1.064,0.47
686,Refi,1.308,0.19
686,Purchase,0.964,0
686,Refi,1.332,0
686,Refi,1.461,0
686,Refi,1.467,0
686,Refi,1.50264,0
686,Purchase,1.002,0
686,Refi,1.122,0
686,Refi,1.258,0
687,Purchase,0.568,0
687,Purchase,1.629,0
687,Purchase,1.424,0
687,Purchase,0.738,0
687,Refi,0.787,0
687,Purchase,0.901,0
687,Purchase,0.943,0.15
687,Purchase,0.955,0.15
687,Refi,1.106,0.21
687,Purchase,1.093,0.47
687,Refi,1.023,0
687,Refi,1.067,0
687,Refi,1.069,0
687,Refi,1.131,0
687,Purchase,1.098,0
687,Refi,1.224,0
687,Refi,1.227,0
687,Refi,1.268,0
687,Refi,1.270,0
687,Refi,1.271,0
687,Refi,1.304,0
688,Refi,0.757,0
688,Purchase,0.688,0
688,Refi,1.533,0
688,Refi,1.543,0
688,Purchase,0.811,0
688,Purchase,1.178,0
688,Refi,0.977,0.25
688,Purchase,1.033,0.47
688,Purchase,0.973,0
688,Purchase,0.974,0
688,Purchase,1.007,0
688,Refi,1.265,0
688,Refi,1.301,0
689,Purchase,0.884,0
689,Refi,1.035,0
689,Purchase,1.167,0
689,Purchase,0.636,0.25
689,Refi,1.435,0.15
689,Refi,1.015,0.21
689,Purchase,0.936,0
689,Refi,1.416,0
689,Refi,1.484,0
689,Refi,1.132,0
689,Refi,1.270,0
690,Purchase,0.680,0
690,Purchase,0.837,0
690,Refi,1.072,0
690,Refi,1.087,0
690,Purchase,1.115,0
690,Purchase,1.474,0.5
690,Refi,0.792,0.33
690,Purchase,1.318,0.67
690,Purchase,1.347,0.67
690,Purchase,1.067,0.47
690,Refi,1.260,0.19
690,Refi,1.364,0
690,Refi,1.436,0
690,Purchase,1.099,0
690,Refi,1.262,0
691,Purchase,0.780,0
691,Refi,0.590,0
691,Refi,1.494,0
691,Refi,1.558,0.33
691,Refi,1.490,0.3
691,Refi,1.284,0
691,Refi,1.336,0
691,Refi,1.40366,0
691,Purchase,1.188,0
691,Purchase,1.212,0
691,Purchase,0.947,0
691,Purchase,0.955,0
691,Refi,1.159,0
691,Purchase,1.085,0
692,Refi,1.516,0
692,Purchase,0.864,0
692,Purchase,1.310,0.38
692,Purchase,0.988,0.3
692,Refi,1.119,0.14
692,Refi,1.262,0
692,Purchase,1.133,0
692,Purchase,1.174,0
692,Purchase,0.965,0
692,Refi,1.139,0
692,Refi,1.142,0
692,Refi,1.200,0
692,Purchase,1.062,0
692,Purchase,1.079,0
692,Purchase,1.089,0
692,Purchase,1.098,0
693,Refi,0.836,0
693,Refi,1.535,0
693,Refi,1.019,0
693,Refi,1.415,0
693,Purchase,0.860,0
693,Refi,1.677,0.5
693,Refi,1.313,0.38
693,Refi,1.342,0
693,Purchase,1.135,0
693,Purchase,1.211,0
693,Purchase,0.954,0
693,Purchase,0.994,0
693,Purchase,1.016,0
693,Purchase,1.080,0
693,Purchase,1.103,0
694,Purchase,0.379,0
694,Refi,0.658,0
694,Refi,0.678,0
694,Refi,1.624,0
694,Purchase,1.441,0
694,Refi,1.032,0
694,Refi,1.072,0
694,Refi,1.080,0
694,Refi,1.097,0
694,Refi,0.985,1
694,Refi,1.034,0.3
694,Purchase,1.186,0.31
694,Purchase,1.203,0.31
694,Refi,1.192,0.14
694,Purchase,1.020,0.2
694,Purchase,1.033,0.2
694,Refi,1.277,0
694,Refi,1.398,0
694,Purchase,1.153,0
694,Purchase,0.956,0
694,Refi,1.115,0
694,Refi,1.151,0
694,Refi,1.170,0
694,Purchase,1.041,0
694,Purchase,1.106,0
695,Refi,0.504,0
695,Purchase,0.396,0
695,Refi,1.438,0
695,Refi,1.457,0
695,Refi,1.459,0
695,Refi,1.50456,0
695,Purchase,0.838,0
695,Purchase,0.851,0
695,Purchase,1.360,0.2
695,Purchase,0.877,0.18
695,Purchase,0.969,0.3
695,Refi,1.353,0
695,Purchase,0.934,0
695,Refi,1.206,0
696,Purchase,1.478,0
696,Purchase,1.328,0
696,Purchase,1.365,0
696,Purchase,0.896,0
696,Purchase,0.629,0.33
696,Refi,1.089,0.3
696,Refi,1.431,0.3
696,Refi,1.443,0.3
696,Purchase,0.844,0.18
696,Refi,1.323,0.38
696,Purchase,1.147,0.31
696,Refi,1.237,0
696,Refi,1.290,0
696,Purchase,1.281,0.38
696,Purchase,1.044,0.2
696,Refi,1.40088,0
696,Purchase,1.217,0
696,Purchase,1.259,0
696,Purchase,0.959,0
696,Purchase,0.967,0
696,Refi,1.148,0
696,Purchase,1.065,0
696,Purchase,1.077,0
697,Purchase,0.710,0
697,Purchase,1.363,0
697,Refi,1.447,0
697,Purchase,0.890,0
697,Refi,1.212,0
697,Refi,1.279,0
697,Refi,1.924,1
697,Purchase,1.229,0.38
697,Purchase,1.291,0.38
697,Purchase,0.953,0.3
697,Purchase,0.963,0.3
697,Refi,1.374,0
697,Purchase,1.182,0
697,Purchase,1.214,0
697,Purchase,0.979,0
697,Refi,1.152,0
697,Refi,1.209,0
697,Purchase,1.010,0
697,Purchase,1.061,0
697,Purchase,1.110,0
698,Purchase,1.523,0
698,Refi,0.543,0
698,Purchase,0.846,0
698,Purchase,0.870,0
698,Refi,1.104,0
698,Refi,1.214,0
698,Refi,1.253,0
698,Refi,0.817,0.5
698,Purchase,0.585,0.33
698,Refi,1.527,0.33
698,Refi,1.267,0.08
698,Purchase,1.254,0.38
698,Purchase,0.954,0.3
698,Purchase,1.036,0.2
698,Purchase,1.189,0
698,Purchase,1.217,0
698,Purchase,1.302,0
698,Purchase,0.946,0
698,Purchase,0.983,0
698,Purchase,1.007,0
698,Refi,1.191,0
698,Refi,1.206,0
698,Purchase,1.022,0
699,Refi,1.722,0
699,Refi,0.754,0
699,Refi,0.774,0
699,Purchase,0.577,0
699,Purchase,0.590,0
699,Refi,1.071,0
699,Refi,1.297,0
699,Refi,1.105,0.3
699,Refi,1.351,0.38
699,Purchase,0.996,0.3
699,Refi,1.122,0.14
699,Refi,1.384,0
699,Purchase,1.150,0
699,Purchase,1.224,0
699,Purchase,1.020,0
700,Purchase,0.668,0
700,Purchase,1.384,0
700,Refi,1.575,0
700,Refi,1.592,0
700,Purchase,0.891,0
700,Refi,1.242,0
700,Refi,1.353,0.38
700,Refi,1.398,0.38
700,Purchase,1.207,0.31
700,Purchase,1.266,0.38
700,Purchase,1.024,0.2
700,Purchase,1.131,0
700,Purchase,1.226,0
700,Purchase,1.278,0
700,Purchase,1.009,0
700,Refi,1.133,0
700,Refi,1.147,0
700,Refi,1.153,0
700,Refi,1.154,0
700,Refi,1.185,0
700,Purchase,1.057,0
700,Purchase,1.073,0
700,Purchase,1.080,0
701,Refi,0.319,0
701,Refi,0.333,0
701,Refi,0.866,0
701,Purchase,1.427,0
701,Purchase,1.440,0
701,Refi,1.569,0
701,Purchase,0.831,0
701,Purchase,0.907,0
701,Refi,1.012,0
701,Refi,1.043,0
701,Refi,1.048,0
701,Refi,1.439,0.33
701,Refi,1.513,0.5
701,Refi,1.041,0.18
701,Refi,1.317,0.29
701,Refi,1.346,0.29
701,Refi,1.249,0
701,Refi,1.260,0
701,Refi,1.309,0
701,Purchase,1.273,0
701,Purchase,1.279,0
701,Purchase,0.986,0
701,Refi,1.329,0
701,Refi,1.360,0
701,Purchase,1.019,0
701,Purchase,1.022,0
701,Purchase,1.038,0
701,Purchase,1.043,0
701,Purchase,1.120,0
702,Purchase,1.438,0
702,Refi,1.477,0
702,Refi,1.090,0
702,Refi,1.659,0.5
702,Refi,0.894,0.25
702,Refi,1.161,0.23
702,Refi,1.327,0.29
702,Refi,1.140,0
702,Refi,1.301,0
702,Purchase,1.219,0
702,Purchase,1.227,0
702,Purchase,0.943,0
702,Refi,1.318,0
702,Refi,1.385,0
703,Refi,1.932,0
703,Refi,1.740,0
703,Purchase,1.316,0
703,Refi,0.919,0.75
703,Refi,1.416,0.33
703,Purchase,1.385,0.67
703,Purchase,1.300,0.17
703,Purchase,1.052,0.1
703,Refi,1.130,0
703,Refi,1.208,0
703,Refi,1.251,0
703,Refi,1.277,0
703,Purchase,0.950,0
703,Purchase,1.004,0
703,Refi,1.316,0
703,Refi,1.343,0
703,Refi,1.344,0
703,Refi,1.358,0
703,Refi,1.395,0
703,Purchase,1.051,0
703,Purchase,1.110,0
703,Purchase,1.146,0
703,Purchase,1.160,0
703,Purchase,1.170,0
703,Purchase,1.180,0
703,Purchase,1.197,0
704,Purchase,0.794,0
704,Refi,0.612,0
704,Refi,1.50136,0
704,Purchase,1.359,0
704,Purchase,0.904,0
704,Refi,1.067,0
704,Refi,1.069,0
704,Purchase,0.846,0.27
704,Refi,1.169,0.23
704,Refi,1.312,0.29
704,Refi,1.119,0
704,Refi,1.213,0
704,Refi,1.280,0
704,Purchase,0.944,0
704,Refi,1.360,0
704,Purchase,1.059,0
704,Purchase,1.178,0
705,Purchase,1.722,0
705,Refi,0.941,0
705,Refi,1.498,0
705,Refi,1.066,0
705,Purchase,0.867,0
705,Purchase,0.905,0
705,Refi,1.057,0
705,Purchase,1.339,0.67
705,Purchase,1.390,0.67
705,Purchase,0.892,0.27
705,Refi,1.236,0.18
705,Purchase,0.932,0.21
705,Refi,1.168,0
705,Refi,1.195,0
705,Purchase,1.299,0
705,Purchase,0.916,0
705,Purchase,0.995,0
705,Refi,1.347,0
705,Refi,1.384,0
705,Purchase,1.098,0
705,Purchase,1.107,0
705,Purchase,1.205,0
706,Refi,0.693,0
706,Refi,1.571,0
706,Purchase,0.611,1
706,Purchase,0.655,1
706,Refi,1.510,0.5
706,Purchase,1.348,0.67
706,Refi,1.208,0
706,Purchase,0.930,0.21
706,Purchase,1.125,0.31
706,Purchase,1.145,0.31
706,Purchase,1.184,0.31
706,Refi,1.217,0
706,Purchase,1.219,0
706,Purchase,1.275,0
706,Purchase,1.299,0
706,Refi,1.322,0
706,Purchase,1.024,0
706,Purchase,1.054,0
706,Purchase,1.094,0
706,Purchase,1.120,0
706,Purchase,1.142,0
706,Purchase,1.205,0
707,Refi,0.831,0
707,Purchase,1.493,0.25
707,Purchase,1.317,0.67
707,Refi,1.190,0.23
707,Refi,1.246,0.18
707,Purchase,1.233,0.17
707,Purchase,1.293,0.17
707,Purchase,0.922,0.21
707,Purchase,1.122,0.31
707,Purchase,1.181,0.31
707,Purchase,1.196,0.31
707,Purchase,1.225,0
707,Purchase,1.251,0
707,Purchase,1.257,0
707,Refi,1.317,0
707,Purchase,1.196,0
708,Purchase,0.481,0
708,Refi,1.686,0
708,Refi,1.528,0
708,Purchase,1.321,0
708,Refi,1.201,0
708,Purchase,1.620,1
708,Refi,1.293,0.18
708,Purchase,0.940,0.21
708,Refi,1.330,0.29
708,Refi,1.225,0
708,Refi,1.229,0
708,Purchase,1.216,0
708,Purchase,1.218,0
708,Purchase,1.255,0
708,Purchase,0.920,0
708,Purchase,0.985,0
708,Purchase,1.040,0
708,Purchase,1.048,0
708,Purchase,1.201,0
709,Purchase,0.448,0
709,Refi,1.50709,0
709,Refi,1.038,0
709,Purchase,0.900,0
709,Refi,1.114,0
709,Refi,0.984,0.75
709,Purchase,1.325,0.67
709,Refi,1.086,0.18
709,Purchase,1.071,0.1
709,Purchase,1.158,0.31
709,Purchase,0.996,0
709,Purchase,0.999,0
709,Purchase,1.034,0
709,Purchase,1.070,0
709,Purchase,1.071,0
709,Purchase,1.081,0
709,Purchase,1.100,0
709,Purchase,1.162,0
710,Purchase,0.536,0
710,Refi,0.761,0
710,Purchase,0.735,0
710,Refi,1.774,0
710,Refi,0.873,0
710,Purchase,0.872,0
710,Purchase,0.902,0
710,Refi,1.174,0
710,Refi,0.959,0.75
710,Refi,1.534,0.5
710,Purchase,0.881,0.27
710,Refi,1.362,0.29
710,Purchase,1.116,0.31
710,Refi,1.232,0
710,Refi,1.256,0
710,Refi,1.257,0
710,Purchase,1.302,0
710,Purchase,0.952,0
710,Purchase,0.964,0
710,Purchase,0.974,0
710,Purchase,0.979,0
710,Refi,1.373,0
710,Purchase,1.053,0
710,Purchase,1.127,0
710,Purchase,1.142,0
710,Purchase,1.186,0
711,Purchase,0.457,0
711,Refi,0.827,0
711,Purchase,0.834,0
711,Purchase,1.403,0
711,Purchase,1.222,0
711,Refi,1.101,0
711,Refi,1.108,0
711,Refi,1.195,0
711,Refi,1.418,0
711,Refi,1.263,0
711,Refi,1.272,0
711,Refi,1.331,0
711,Refi,1.352,0
711,Purchase,0.798,0.33
711,Refi,1.536,0.4
711,Purchase,1.357,0.14
711,Refi,1.339,0.45
712,Purchase,0.394,0
712,Purchase,1.431,0
712,Purchase,0.747,0
712,Purchase,0.709,0
712,Refi,1.555,0
712,Purchase,1.372,0
712,Purchase,1.375,0
712,Purchase,0.973,0
712,Purchase,0.987,0
712,Refi,1.099,0
712,Refi,1.157,0
712,Refi,1.411,0
712,Refi,1.433,0
712,Purchase,1.148,0.24
712,Purchase,1.037,0.46
712,Purchase,1.069,0.46
712,Purchase,1.073,0.46
712,Purchase,1.121,0
712,Purchase,1.017,0
712,Purchase,1.035,0
712,Purchase,1.086,0
713,Purchase,0.877,0
713,Purchase,0.902,0
713,Purchase,0.933,0
713,Refi,1.443,0
713,Refi,1.109,0.3
713,Refi,1.139,0.2
713,Refi,1.164,0.2
713,Purchase,1.130,0.24
713,Purchase,1.016,0.46
713,Purchase,1.019,0.46
713,Purchase,1.112,0
713,Purchase,1.016,0
713,Purchase,1.067,0
714,Refi,1.557,0
714,Purchase,1.372,0
714,Purchase,0.563,1
714,Purchase,1.531,1
714,Refi,0.840,0.33
714,Refi,0.958,0.25
714,Purchase,1.047,0.46
714,Purchase,1.057,0.46
714,Purchase,1.172,0
715,Refi,0.517,0
715,Refi,0.963,0
715,Purchase,0.846,0
715,Purchase,0.962,0
715,Purchase,1.263,0
715,Refi,1.039,0
715,Refi,1.154,0
715,Refi,1.164,0
715,Refi,1.278,0
715,Refi,1.395,0
715,Purchase,1.281,0.25
715,Refi,1.047,0.3
715,Refi,1.496,0.4
715,Purchase,1.172,0
715,Purchase,1.177,0
715,Purchase,1.064,0
715,Purchase,1.085,0
716,Refi,1.775,0
716,Purchase,0.785,0
716,Refi,1.004,0
716,Purchase,0.993,0
716,Refi,1.141,0
716,Purchase,1.288,0.25
716,Refi,1.237,0.27
716,Refi,1.282,0.27
716,Purchase,1.050,0.46
716,Purchase,1.093,0.46
716,Purchase,1.191,0
716,Purchase,1.034,0
717,Refi,0.971,0
717,Purchase,0.610,0
717,Purchase,0.862,0
717,Purchase,1.388,0
717,Refi,1.061,0
717,Refi,1.027,0
717,Refi,1.210,0
717,Refi,1.967,1
717,Purchase,0.648,0.4
717,Refi,1.432,0.4
717,Refi,1.478,0.4
717,Refi,1.215,0.27
717,Refi,1.398,0.45
717,Purchase,1.072,0.46
717,Purchase,1.131,0
717,Purchase,1.157,0
717,Purchase,1.011,0
717,Purchase,1.10996,0
718,Purchase,1.444,0
718,Purchase,0.988,0
718,Refi,1.073,0
718,Purchase,1.215,0
718,Purchase,1.253,0
718,Purchase,1.277,0
718,Purchase,1.280,0
718,Refi,1.192,0
718,Refi,1.283,0
718,Refi,1.295,0
718,Refi,0.752,1
718,Purchase,0.652,0.4
718,Refi,1.522,0.4
718,Refi,1.40260,0.45
718,Purchase,1.098,0.46
719,Refi,0.865,0
719,Purchase,1.329,0
719,Purchase,0.912,0
719,Purchase,0.936,0
719,Refi,1.415,0
719,Refi,1.308,0
719,Refi,1.350,0
719,Refi,1.40343,0
719,Refi,0.583,0.33
719,Refi,1.446,0.4
719,Purchase,1.186,0.24
719,Purchase,1.177,0
719,Purchase,1.179,0
719,Purchase,1.186,0
719,Purchase,1.197,0
719,Purchase,1.058,0
720,Refi,0.571,0
720,Purchase,0.667,0
720,Refi,1.588,0
720,Purchase,0.824,0
720,Purchase,0.898,0
720,Refi,1.134,0
720,Refi,1.146,0
720,Refi,1.450,0
720,Refi,1.275,0
720,Refi,1.359,0
720,Refi,1.068,0.3
